Pokemon,Type,Species,Height,Weight,Abilities,EV Yield,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,Sprite
Timburr,Fighting,Muscular Pokémon,0.6 m (2′00″),12.5 kg (27.6 lbs),"1. Guts, 2. Sheer Force, Iron Fist (hidden ability)",1 Attack,"180 (23.5% with PokéBall, full HP)",70 (higher than normal),61,Medium Slow,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)",75,260,354,80,148,284,55,103,229,25,49,163,35,67,185,35,67,185,Timburr.png
Ting-Lu,"Dark, Ground",Ruinous Pokémon,2.7 m (8′10″),699.7 kg (1542.6 lbs),1. Vessel of Ruin,3 Defense,"6 (0.8% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",155,420,514,110,202,350,125,229,383,55,103,229,80,148,284,45,85,207,Ting-Lu.png
Tinkatink,"Fairy, Steel",Metalsmith Pokémon,0.4 m (1′04″),8.9 kg (19.6 lbs),"1. Mold Breaker, 2. Own Tempo, Pickpocket (hidden ability)",1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),59,Medium Slow,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)",50,210,304,45,85,207,45,85,207,35,67,185,64,119,249,58,108,236,Tinkatink.png
Tinkaton,"Fairy, Steel",Hammer Pokémon,0.7 m (2′04″),112.8 kg (248.7 lbs),"1. Mold Breaker, 2. Own Tempo, Pickpocket (hidden ability)",3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),253,Medium Slow,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)",85,280,374,75,139,273,77,143,278,70,130,262,105,193,339,94,173,315,Tinkaton.png
Tinkatuff,"Fairy, Steel",Hammer Pokémon,0.7 m (2′04″),59.1 kg (130.3 lbs),"1. Mold Breaker, 2. Own Tempo, Pickpocket (hidden ability)",2 Sp. Def,"90 (11.8% with PokéBall, full HP)",50 (normal),133,Medium Slow,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)",65,240,334,55,103,229,55,103,229,45,85,207,82,152,289,78,144,280,Tinkatuff.png
Tirtouga,"Water, Rock",Prototurtle Pokémon,0.7 m (2′04″),16.5 kg (36.4 lbs),"1. Solid Rock, 2. Sturdy, Swift Swim (hidden ability)",1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)",54,218,312,78,144,280,103,189,335,53,99,225,45,85,207,22,44,157,Tirtouga.png
Toedscool,"Ground, Grass",Woodear Pokémon,0.9 m (2′11″),33.0 kg (72.8 lbs),1. Mycelium Might,1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),67,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,40,76,196,35,67,185,50,94,218,100,184,328,70,130,262,Toedscool.png
Toedscruel,"Ground, Grass",Woodear Pokémon,1.9 m (6′03″),58.0 kg (127.9 lbs),1. Mycelium Might,2 Sp. Def,"90 (11.8% with PokéBall, full HP)",50 (normal),180,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,70,130,262,65,121,251,80,148,284,120,220,372,100,184,328,Toedscruel.png
Togedemaru,"Electric, Steel",Roly-Poly Pokémon,0.3 m (1′00″),3.3 kg (7.3 lbs),"1. Iron Barbs, 2. Lightning Rod, Sturdy (hidden ability)",2 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),152,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)",65,240,334,98,180,324,63,117,247,40,76,196,73,135,269,96,177,320,Togedemaru.png
Togekiss,"Fairy, Flying",Jubilee Pokémon,1.5 m (4′11″),38.0 kg (83.8 lbs),"1. Hustle, 2. Serene Grace, Super Luck (hidden ability)","2 Sp. Atk, 1 Sp. Def","30 (3.9% with PokéBall, full HP)",50 (normal),245,Fast,"Fairy, Flying","87.5% male, 12.5% female","10 (2,314–2,570 steps)",85,280,374,50,94,218,95,175,317,120,220,372,115,211,361,80,148,284,Togekiss.png
Togepi,Fairy,Spike Ball Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs),"1. Hustle, 2. Serene Grace, Super Luck (hidden ability)",1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),49,Fast,Undiscovered,"87.5% male, 12.5% female","10 (2,314–2,570 steps)",35,180,274,20,40,152,65,121,251,40,76,196,65,121,251,20,40,152,Togepi.png
Togetic,"Fairy, Flying",Happiness Pokémon,0.6 m (2′00″),3.2 kg (7.1 lbs),"1. Hustle, 2. Serene Grace, Super Luck (hidden ability)",2 Sp. Def,"75 (9.8% with PokéBall, full HP)",50 (normal),142,Fast,"Fairy, Flying","87.5% male, 12.5% female","10 (2,314–2,570 steps)",55,220,314,40,76,196,85,157,295,80,148,284,105,193,339,40,76,196,Togetic.png
Torchic,Fire,Chick Pokémon,0.4 m (1′04″),2.5 kg (5.5 lbs),"1. Blaze, Speed Boost (hidden ability)",1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",45,200,294,60,112,240,40,76,196,70,130,262,50,94,218,45,85,207,Torchic.png
Torkoal,Fire,Coal Pokémon,0.5 m (1′08″),80.4 kg (177.3 lbs),"1. White Smoke, 2. Drought, Shell Armor (hidden ability)",2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,140,256,416,85,157,295,70,130,262,20,40,152,Torkoal.png
Tornadus Incarnate Forme,Flying,Cyclone Pokémon,1.5 m (4′11″),63.0 kg (138.9 lbs),"1. Prankster, Defiant (hidden ability)",3 Attack,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,Undiscovered,"100% male, 0% female","120 (30,584–30,840 steps)",79,268,362,115,211,361,70,130,262,125,229,383,80,148,284,111,204,353,Tornadus (Incarnate Forme).png
Tornadus Therian Forme,Flying,Cyclone Pokémon,1.4 m (4′07″),63.0 kg (138.9 lbs),1. Regenerator,3 Speed,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,Undiscovered,"100% male, 0% female","120 (30,584–30,840 steps)",79,268,362,100,184,328,80,148,284,110,202,350,90,166,306,121,222,375,Tornadus (Therian Forme).png
Torracat,Fire,Fire Cat Pokémon,0.7 m (2′04″),25.0 kg (55.1 lbs),"1. Blaze, Intimidate (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,Field,"87.5% male, 12.5% female","15 (3,599–3,855 steps)",65,240,334,85,157,295,50,94,218,80,148,284,50,94,218,90,166,306,Torracat.png
Torterra,"Grass, Ground",Continent Pokémon,2.2 m (7′03″),310.0 kg (683.4 lbs),"1. Overgrow, Shell Armor (hidden ability)","2 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",50 (normal),236,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",95,300,394,109,200,348,105,193,339,75,139,273,85,157,295,56,105,232,Torterra.png
Totodile,Water,Big Jaw Pokémon,0.6 m (2′00″),9.5 kg (20.9 lbs),"1. Torrent, Sheer Force (hidden ability)",1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,64,119,249,44,83,205,48,90,214,43,81,203,Totodile.png
Toucannon,"Normal, Flying",Cannon Pokémon,1.1 m (3′07″),26.0 kg (57.3 lbs),"1. Keen Eye, 2. Skill Link, Sheer Force (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),218,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,120,220,372,75,139,273,75,139,273,75,139,273,60,112,240,Toucannon.png
Toxapex,"Poison, Water",Brutal Star Pokémon,0.7 m (2′04″),14.5 kg (32.0 lbs),"1. Merciless, 2. Limber, Regenerator (hidden ability)",2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,63,117,247,152,278,443,53,99,225,142,260,421,35,67,185,Toxapex.png
Toxel,"Electric, Poison",Baby Pokémon,0.4 m (1′04″),11.0 kg (24.3 lbs),"1. Rattled, 2. Static, Klutz (hidden ability)",1 Sp. Atk,"75 (9.8% with PokéBall, full HP)",50 (normal),48,Medium Slow,Undiscovered,"50% male, 50% female","25 (6,169–6,425 steps)",40,190,284,38,72,192,35,67,185,54,101,227,35,67,185,40,76,196,Toxel.png
Toxicroak,"Poison, Fighting",Toxic Mouth Pokémon,1.3 m (4′03″),44.4 kg (97.9 lbs),"1. Anticipation, 2. Dry Skin, Poison Touch (hidden ability)",2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",83,276,370,106,195,342,65,121,251,86,159,298,65,121,251,85,157,295,Toxicroak.png
Toxtricity Amped Form,"Electric, Poison",Punk Pokémon,1.6 m (5′03″),40.0 kg (88.2 lbs),"1. Punk Rock, 2. Plus, Technician (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),176,Medium Slow,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,98,180,324,70,130,262,114,209,359,70,130,262,75,139,273,Toxtricity (Amped Form).png
Toxtricity Low Key Form,"Electric, Poison",Punk Pokémon,1.6 m (5′03″),40.0 kg (88.2 lbs),"1. Punk Rock, 2. Minus, Technician (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),176,Medium Slow,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,98,180,324,70,130,262,114,209,359,70,130,262,75,139,273,Toxtricity (Low Key Form).png
Tranquill,"Normal, Flying",Wild Pigeon Pokémon,0.6 m (2′00″),15.0 kg (33.1 lbs),"1. Big Pecks, 2. Super Luck, Rivalry (hidden ability)",2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),125,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",62,234,328,77,143,278,62,116,245,50,94,218,42,80,201,65,121,251,Tranquill.png
Trapinch,Ground,Ant Pit Pokémon,0.7 m (2′04″),15.0 kg (33.1 lbs),"1. Hyper Cutter, 2. Arena Trap, Sheer Force (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Slow,"Bug, Dragon","50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,100,184,328,45,85,207,45,85,207,45,85,207,10,22,130,Trapinch.png
Treecko,Grass,Wood Gecko Pokémon,0.5 m (1′08″),5.0 kg (11.0 lbs),"1. Overgrow, Unburden (hidden ability)",1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",40,190,284,45,85,207,35,67,185,65,121,251,55,103,229,70,130,262,Treecko.png
Trevenant,"Ghost, Grass",Elder Tree Pokémon,1.5 m (4′11″),71.0 kg (156.5 lbs),"1. Natural Cure, 2. Frisk, Harvest (hidden ability)",2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,"Amorphous, Grass","50% male, 50% female","20 (4,884–5,140 steps)",85,280,374,110,202,350,76,141,276,65,121,251,82,152,289,56,105,232,Trevenant.png
Tropius,"Grass, Flying",Fruit Pokémon,2.0 m (6′07″),100.0 kg (220.5 lbs),"1. Chlorophyll, 2. Solar Power, Harvest (hidden ability)",2 HP,"200 (26.1% with PokéBall, full HP)",50 (normal),161,Slow,"Grass, Monster","50% male, 50% female","25 (6,169–6,425 steps)",99,308,402,68,126,258,83,153,291,72,134,267,87,161,300,51,96,221,Tropius.png
Trubbish,Poison,Trash Bag Pokémon,0.6 m (2′00″),31.0 kg (68.3 lbs),"1. Stench, 2. Sticky Hold, Aftermath (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),66,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,50,94,218,62,116,245,40,76,196,62,116,245,65,121,251,Trubbish.png
Trumbeak,"Normal, Flying",Bugle Beak Pokémon,0.6 m (2′00″),14.8 kg (32.6 lbs),"1. Keen Eye, 2. Skill Link, Pickup (hidden ability)",2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),124,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,85,157,295,50,94,218,40,76,196,50,94,218,75,139,273,Trumbeak.png
Tsareena,Grass,Fruit Pokémon,1.2 m (3′11″),21.4 kg (47.2 lbs),"1. Leaf Guard, 2. Queenly Majesty, Sweet Veil (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),255,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",72,254,348,120,220,372,98,180,324,50,94,218,98,180,324,72,134,267,Tsareena.png
Turtonator,"Fire, Dragon",Blast Turtle Pokémon,2.0 m (6′07″),212.0 kg (467.4 lbs),1. Shell Armor,2 Defense,"70 (9.1% with PokéBall, full HP)",50 (normal),170,Medium Fast,"Dragon, Monster","50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,78,144,280,135,247,405,91,168,309,85,157,295,36,69,188,Turtonator.png
Turtwig,Grass,Tiny Leaf Pokémon,0.4 m (1′04″),10.2 kg (22.5 lbs),"1. Overgrow, Shell Armor (hidden ability)",1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",55,220,314,68,126,258,64,119,249,45,85,207,55,103,229,31,60,177,Turtwig.png
Tympole,Water,Tadpole Pokémon,0.5 m (1′08″),4.5 kg (9.9 lbs),"1. Swift Swim, 2. Hydration, Water Absorb (hidden ability)",1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),59,Medium Slow,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,50,94,218,40,76,196,50,94,218,40,76,196,64,119,249,Tympole.png
Tynamo,Electric,EleFish Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),1. Levitate,1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),55,Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",35,180,274,55,103,229,40,76,196,45,85,207,40,76,196,60,112,240,Tynamo.png
Type: Null,Normal,Synthetic Pokémon,1.9 m (6′03″),120.5 kg (265.7 lbs),1. Battle Armor,2 HP,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),107,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",95,300,394,95,175,317,95,175,317,95,175,317,95,175,317,59,110,238,Type Null.png
Typhlosion,Fire,Volcano Pokémon,1.7 m (5′07″),79.5 kg (175.3 lbs),"1. Blaze, Flash Fire (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),267,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",78,266,360,84,155,293,78,144,280,109,200,348,85,157,295,100,184,328,Typhlosion.png
Hisuian Typhlosion,"Fire, Ghost",Ghost Flame Pokémon,1.6 m (5′03″),69.8 kg (153.9 lbs),"1. Blaze, Frisk (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),267,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",73,256,350,84,155,293,78,144,280,119,218,370,85,157,295,95,175,317,Hisuian Typhlosion.png
Tyranitar,"Rock, Dark",Armor Pokémon,2.0 m (6′07″),202.0 kg (445.3 lbs),"1. Sand Stream, Unnerve (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),300,Slow,Monster,"50% male, 50% female","40 (10,024–10,280 steps)",100,310,404,134,245,403,110,202,350,95,175,317,100,184,328,61,114,243,Tyranitar.png
Mega Tyranitar,"Rock, Dark",Armor Pokémon,2.5 m (8′02″),255.0 kg (562.2 lbs),1. Sand Stream,3 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),315,Slow,Monster,"50% male, 50% female","40 (10,024–10,280 steps)",100,310,404,164,299,469,150,274,438,95,175,317,120,220,372,71,132,265,Mega Tyranitar.png
Tyrantrum,"Rock, Dragon",Despot Pokémon,2.5 m (8′02″),270.0 kg (595.2 lbs),"1. Strong Jaw, Rock Head (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),182,Medium Fast,"Dragon, Monster","87.5% male, 12.5% female","30 (7,454–7,710 steps)",82,274,368,121,222,375,119,218,370,69,128,260,59,110,238,71,132,265,Tyrantrum.png
Tyrogue,Fighting,Scuffle Pokémon,0.7 m (2′04″),21.0 kg (46.3 lbs),"1. Guts, 2. Steadfast, Vital Spirit (hidden ability)",1 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),42,Medium Fast,Undiscovered,"100% male, 0% female","25 (6,169–6,425 steps)",35,180,274,35,67,185,35,67,185,35,67,185,35,67,185,35,67,185,Tyrogue.png
Tyrunt,"Rock, Dragon",Royal Heir Pokémon,0.8 m (2′07″),26.0 kg (57.3 lbs),"1. Strong Jaw, Sturdy (hidden ability)",1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),72,Medium Fast,"Dragon, Monster","87.5% male, 12.5% female","30 (7,454–7,710 steps)",58,226,320,89,164,304,77,143,278,45,85,207,45,85,207,48,90,214,Tyrunt.png
Umbreon,Dark,Moonlight Pokémon,1.0 m (3′03″),27.0 kg (59.5 lbs),"1. Synchronize, Inner Focus (hidden ability)",2 Sp. Def,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",95,300,394,65,121,251,110,202,350,60,112,240,130,238,394,65,121,251,Umbreon.png
Unfezant,"Normal, Flying",Proud Pokémon,1.2 m (3′11″),29.0 kg (63.9 lbs),"1. Big Pecks, 2. Super Luck, Rivalry (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),220,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,115,211,361,80,148,284,65,121,251,55,103,229,93,171,313,Unfezant.png
Unown,Psychic,Symbol Pokémon,0.5 m (1′08″),5.0 kg (11.0 lbs),1. Levitate,"1 Attack, 1 Sp. Atk","225 (29.4% with PokéBall, full HP)",50 (normal),118,Medium Fast,Undiscovered,Genderless,"40 (10,024–10,280 steps)",48,206,300,72,134,267,48,90,214,72,134,267,48,90,214,48,90,214,Unown.png
Ursaluna,"Ground, Normal",Peat Pokémon,2.4 m (7′10″),290.0 kg (639.3 lbs),"1. Guts, 2. Bulletproof, Unnerve (hidden ability)",3 Attack,"20 (2.6% with PokéBall, full HP)",50 (normal),275,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",130,370,464,140,256,416,105,193,339,45,85,207,80,148,284,50,94,218,Ursaluna.png
Ursaluna Bloodmoon,"Ground, Normal",Peat Pokémon,2.7 m (8′10″),333.0 kg (734.1 lbs),1. Mind's Eye,3 Sp. Atk,"5 (0.7% with PokéBall, full HP)",—,—,Medium Fast,Field,"100% male, 0% female",—,113,336,430,70,130,262,120,220,372,135,247,405,65,121,251,52,98,223,Ursaluna Bloodmoon.png
Ursaring,Normal,Hibernator Pokémon,1.8 m (5′11″),125.8 kg (277.3 lbs),"1. Guts, 2. Quick Feet, Unnerve (hidden ability)",2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,130,238,394,75,139,273,75,139,273,75,139,273,55,103,229,Ursaring.png
Urshifu Single Strike Style,"Fighting, Dark",Wushu Pokémon,1.9 m (6′03″),105.0 kg (231.5 lbs),1. Unseen Fist,3 Attack,"3 (0.4% with PokéBall, full HP)",50 (normal),275,Slow,Undiscovered,"87.5% male, 12.5% female","120 (30,584–30,840 steps)",100,310,404,130,238,394,100,184,328,63,117,247,60,112,240,97,179,322,Urshifu (Single Strike Style).png
Urshifu Rapid Strike Style,"Fighting, Water",Wushu Pokémon,1.9 m (6′03″),105.0 kg (231.5 lbs),1. Unseen Fist,3 Attack,"3 (0.4% with PokéBall, full HP)",50 (normal),275,Slow,Undiscovered,"87.5% male, 12.5% female","120 (30,584–30,840 steps)",100,310,404,130,238,394,100,184,328,63,117,247,60,112,240,97,179,322,Urshifu (Rapid Strike Style).png
Uxie,Psychic,Knowledge Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),1. Levitate,"2 Defense, 1 Sp. Def","3 (0.4% with PokéBall, full HP)",140 (higher than normal),290,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",75,260,354,75,139,273,130,238,394,75,139,273,130,238,394,95,175,317,Uxie.png
Vanillish,Ice,Icy Snow Pokémon,1.1 m (3′07″),41.0 kg (90.4 lbs),"1. Ice Body, 2. Snow Cloak, Weak Armor (hidden ability)",2 Sp. Atk,"120 (15.7% with PokéBall, full HP)",50 (normal),138,Slow,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",51,212,306,65,121,251,65,121,251,80,148,284,75,139,273,59,110,238,Vanillish.png
Vanillite,Ice,Fresh Snow Pokémon,0.4 m (1′04″),5.7 kg (12.6 lbs),"1. Ice Body, 2. Snow Cloak, Weak Armor (hidden ability)",1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),61,Slow,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",36,182,276,50,94,218,50,94,218,65,121,251,60,112,240,44,83,205,Vanillite.png
Vanilluxe,Ice,Snowstorm Pokémon,1.3 m (4′03″),57.5 kg (126.8 lbs),"1. Ice Body, 2. Snow Warning, Weak Armor (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),241,Slow,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",71,252,346,95,175,317,85,157,295,110,202,350,95,175,317,79,146,282,Vanilluxe.png
Vaporeon,Water,Bubble Jet Pokémon,1.0 m (3′03″),29.0 kg (63.9 lbs),"1. Water Absorb, Hydration (hidden ability)",2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",130,370,464,65,121,251,60,112,240,110,202,350,95,175,317,65,121,251,Vaporeon.png
Varoom,"Steel, Poison",Single-Cyl Pokémon,1.0 m (3′03″),35.0 kg (77.2 lbs),"1. Overcoat, Slow Start (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),60,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,70,130,262,63,117,247,30,58,174,45,85,207,47,89,212,Varoom.png
Veluza,"Water, Psychic",Jettison Pokémon,2.5 m (8′02″),90.0 kg (198.4 lbs),"1. Mold Breaker, Sharpness (hidden ability)",2 Attack,"100 (13.1% with PokéBall, full HP)",50 (normal),167,Fast,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,102,188,333,73,135,269,78,144,280,65,121,251,70,130,262,Veluza.png
Venipede,"Bug, Poison",Centipede Pokémon,0.4 m (1′04″),5.3 kg (11.7 lbs),"1. Poison Point, 2. Swarm, Speed Boost (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),52,Medium Slow,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",30,170,264,45,85,207,59,110,238,30,58,174,39,74,194,57,107,234,Venipede.png
Venomoth,"Bug, Poison",Poison Moth Pokémon,1.5 m (4′11″),12.5 kg (27.6 lbs),"1. Shield Dust, 2. Tinted Lens, Wonder Skin (hidden ability)","1 Sp. Atk, 1 Speed","75 (9.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,65,121,251,60,112,240,90,166,306,75,139,273,90,166,306,Venomoth.png
Venonat,"Bug, Poison",Insect Pokémon,1.0 m (3′03″),30.0 kg (66.1 lbs),"1. Compound Eyes, 2. Tinted Lens, Run Away (hidden ability)",1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,55,103,229,50,94,218,40,76,196,55,103,229,45,85,207,Venonat.png
